SEMESTER,SUBJECT,CATALOGNUMBER,LOCATION,ENROLMENTCAPACITY,ENROLMENTTOTAL,INSTRUCTORS,COMPONENTCODE
1011,ITEC,220,BURNABY,9999,0,(null),CNV
1087,IAT,452,SURREY,15,14,Halil Erhan,LEC
1027,ITEC,241,SURREY,56,30,Toby Donaldson,INS
1037,ITEC,251,SURREY,30,24,(null),INS
1094,ENSC,215,BURNABY,22,20,(null),LAB
1091,CMNS,855,BURNABY,5,6,Richard Gruneau,SEM
1087,CMNS,240,BURNABY,18,20,(null),TUT
1021,KIN,303,BURNABY,15,13,(null),LAB
1074,KIN,110,HRBRCNTR,18,18,(null),TUT
1004,CMNS,386,BURNABY,9999,0,(null),CNV
1054,ENSC,429,BURNABY,20,12,Paul Ho,LEC
1061,ENSC,330,BURNABY,0,0,(null),OPL
1107,CMPT,120,BURNABY,25,26,Bradley Bart,LAB
1041,MACM,101,SURREY,24,5,. Tbd,TUT
1007,CMPT,750,BURNABY,9999,0,(null),CNV
1031,CMNS,226,BURNABY,20,24,David Murphy,LEC
1077,REM,899,BURNABY,20,11,. Faculty,SEC
1047,ENSC,387,BURNABY,0,0,(null),OPL
1001,REM,621,BURNABY,9999,0,(null),CNV
1001,REM,613,BURNABY,9999,0,(null),CNV
1014,CMNS,321,BURNABY,9999,0,(null),CNV
1041,CMNS,428,BURNABY,20,5,. Faculty,SEC
1034,KIN,481,BURNABY,20,13,(null),TUT
1087,CMNS,334,HRBRCNTR,42,35,Alison Beale,LEC
1021,KIN,140,BURNABY,18,17,(null),TUT
1041,CMPT,250,BURNABY,18,2,(null),TUT
1097,CMPT,897,BURNABY,20,10,(null),SEC
1017,ITEC,696,BURNABY,9999,0,(null),CNV
1061,KIN,303,BURNABY,17,17,(null),LAB
1137,CMPT,250,BURNABY,26,23,Anthony Dixon,LAB
1121,CMPT,120,BURNABY,180,180,Kevin McQuiggin,LEC
1064,CMNS,262,BURNABY,0,0,(null),TUT
1137,CMPT,300,HRBRCNTR,56,54,Steven Pearce,LEC
1067,MACM,101,BURNABY,25,25,(null),TUT
1031,TECH,132,SURREY,56,60,(null),INS
1134,MSE,894,SURREY,5,0,Krishna Vijayaraghavan,LAB
1074,KIN,241,BURNABY,15,16,(null),LAB
1137,MSE,110,SURREY,30,29,Amr Marzouk,TUT
1071,IAT,888,SURREY,24,0,(null),SEM
1107,CMPT,120,BURNABY,25,23,Bradley Bart,LAB
1074,ENSC,476,BURNABY,20,2,Marinko Sarunic,LEC
1104,ENSC,220,BURNABY,25,25,(null),LAB
1044,ITEC,694,SURREY,25,1,"Belgacem Ben Youssef, John Bowes",SEC
1037,KIN,143,BURNABY,120,120,Anthony Leyland,LEC
1031,TECH,122,SURREY,999,0,Aleksandra Dulic,WKS
1061,ENSC,225,BURNABY,50,39,(null),TUT
1117,CMPT,120,SURREY,25,0,(null),LAB
1107,CMPT,128,BURNABY,26,26,Janice Regan,LAB
1024,CMPT,354,BURNABY,5,0,(null),LEC
1021,KIN,352,BURNABY,15,12,Darleen Bemister,SEC
1054,CMPT,363,BURNABY,45,36,M. Atkins,LEC
1087,KIN,810,BURNABY,25,8,Michael Walsh,SEM
1004,CMNS,487,BURNABY,9999,0,(null),CNV
1081,KIN,241,BURNABY,16,15,(null),LAB
1014,CMNS,354,BURNABY,9999,0,(null),CNV
1091,IAT,235,SURREY,24,22,. Tbd,STL
1107,CMPT,405,BURNABY,15,10,Ramesh Krishnamurti,LEC
1147,ENSC,264,BURNABY,20,18,Lakshman One,LAB
1024,CMNS,353,HRBRCNTR,15,12,(null),TUT
1071,CMNS,130W,BURNABY,14,9,(null),TUT
1097,CMPT,126,BURNABY,26,20,Michael Evans,LAB
1161,CMPT,276,BURNABY,75,75,Bobby Chan,LEC
1044,ITEC,217,SURREY,24,9,(null),STL
1014,ITEC,210,BURNABY,9999,0,(null),CNV
1021,TECH,121,SURREY,999,0,(null),INS
1077,ENSC,100W,BURNABY,168,155,John Jones,LEC
1071,CMNS,336,BURNABY,30,18,Dal Jin,SEM
1051,CMNS,320,BURNABY,16,19,(null),LAB
1044,CMNS,387,BURNABY,25,19,"David Murphy, Stephen Kline",SEM
1047,ETEC,698,SURREY,25,0,(null),SEC
1071,IAT,241,SURREY,24,24,Kyungjae Lee,STL
1014,ITEC,610,BURNABY,9999,0,(null),CNV
1041,CMNS,221,HRBRCNTR,162,147,Martin Laba,LEC
1164,CMPT,120,BURNABY,208,190,Diana Cukierman,LEC
1137,ENSC,494,BURNABY,5,1,(null),SEC
1051,KIN,140,BURNABY,17,16,(null),TUT
1037,IART,217,SURREY,26,29,Christopher Moore,INS
1041,INTD,305,SURREY,24,13,"Janet McCracken, Teresa Chanyungco, Thomas Calvert",OLC
1084,ENSC,896,BURNABY,50,2,. Faculty,SEC
1021,INTD,214,SURREY,999,0,(null),INS
1031,IART,220,SURREY,0,0,Stephen Dipaola,OPL
1064,CMNS,880,BURNABY,15,1,. Faculty,SEC
1027,KIN,325,BURNABY,35,23,Josephine Anthony,SEC
1051,CMPT,125,SURREY,24,14,(null),TUT
1007,ETEC,698,BURNABY,9999,0,(null),CNV
1071,IAT,101,SURREY,24,25,Susan Clements-Vivian,STL
1024,KIN,343,BURNABY,32,28,Scott Lear,LEC
1027,ENSC,894,BURNABY,8,7,(null),LEC
1144,CMPT,307,BURNABY,85,83,Arash Rafiey Hafshejani,LEC
1104,ENSC,195,BURNABY,13,12,(null),SEC
1031,IART,327,SURREY,48,41,Jim Bizzocchi,INS
1071,CMPT,128,BURNABY,150,120,Janice Regan,LEC
1067,CMPT,880,BURNABY,20,0,(null),LEC
1004,CMPT,363,BURNABY,9999,0,(null),CNV
1054,IAT,391,OFF,24,12,Russell Taylor,FLD
1161,MSE,497,SURREY,5,0,(null),LAB
1071,CMNS,473,HRBRCNTR,16,18,(null),LAB
1031,ENSC,495,BURNABY,0,0,(null),OPL
1164,ENSC,225,BURNABY,150,141,Balbir Gill,RQL
1041,IART,691,SURREY,25,10,"Robert Woodbury, Russell Taylor",INS
1154,CMPT,429,METRO,15,12,Harriet Chicoine,SEC
1051,CMPT,407,BURNABY,40,8,Arthur Liestman,LEC
1004,REM,610,BURNABY,9999,0,(null),CNV
1057,ENSC,424,BURNABY,50,22,Jie Liang,LEC
1071,KIN,205,BURNABY,18,18,(null),TUT
1154,MSE,312,SURREY,24,17,"Farid Golnaraghi, Krishna Vijayaraghavan, Mehrdad Moallem, Siamak Arzanpour",LAB
1071,ENSC,225,BURNABY,50,46,(null),TUT
1067,CMNS,110,BURNABY,18,17,(null),TUT
1027,CMPT,401,BURNABY,60,58,Qusay Mahmoud,LEC
1087,TECH,106,SURREY,0,0,(null),LAB
1031,KIN,382,BURNABY,8,8,(null),LAB
1077,ENSC,100W,BURNABY,8,8,(null),TUT
1091,CMNS,258,BURNABY,0,0,(null),LEC
1114,CMPT,165,BURNABY,26,26,Anne Lavergne,LAB
1071,IAT,101,SURREY,24,24,Yaana Dancer,STL
1141,MACM,101,BURNABY,24,23,Binay Bhattacharya,TUT
1004,KIN,312,BURNABY,9999,0,(null),CNV
1144,CMPT,150,BURNABY,26,25,Geoffrey Tien,LAB
1077,KIN,486,BURNABY,25,4,(null),LAB
1014,CMPT,320,BURNABY,9999,0,(null),CNV
1061,CMNS,200,BURNABY,42,40,Silva Tenenbein,LEC
1044,CMNS,453,HRBRCNTR,30,16,". Sessional, Grace Chung, Richard Smith",SEM
1021,ENSC,800,BURNABY,56,34,Glenn Chapman,SEM
1151,CMPT,127,BURNABY,64,64,Richard Vaughan,LAB
1151,CMPT,276,SURREY,65,59,William Sumner,LEC
1121,ENSC,476,BURNABY,20,0,(null),TUT
1107,ENSC,215,BURNABY,22,0,(null),LAB
1041,INTD,215,SURREY,48,46,"Chantal Gibson, Elizabeth Fee, Teresa Chanyungco",INS
1071,CMNS,110,BURNABY,18,17,(null),TUT
1004,CMPT,602,BURNABY,9999,0,(null),CNV
1037,IART,310,SURREY,48,0,Russell Taylor,INS
1071,CMNS,226,BURNABY,20,19,David Murphy,LEC
1077,KIN,110,HRBRCNTR,18,17,(null),TUT
1144,MSE,420,SURREY,70,0,(null),LEC
1117,CMPT,120,SURREY,25,0,(null),LAB
1057,REM,698,BURNABY,38,27,Frank Gobas,SEC
1117,ENSC,327,BURNABY,85,84,(null),RQL
1041,CMNS,363,BURNABY,42,39,(null),LAB
1001,ETEC,696,BURNABY,9999,0,(null),CNV
1024,CMPT,371,BURNABY,5,0,(null),LEC
1011,ENSC,899,BURNABY,9999,0,(null),CNV
1021,ITEC,606,SURREY,999,0,(null),OLC
1137,CMPT,250,SURREY,26,26,Brian Fraser,LAB
1014,CMPT,873,BURNABY,9999,0,(null),CNV
1091,CMPT,165,BURNABY,155,149,Colin Stewart,SEC
1021,IART,607,SURREY,999,0,(null),INS
1041,IART,329,SURREY,24,23,Susan Kozel,WKS
1091,CMPT,898,BURNABY,80,73,(null),SEC
1074,ENSC,225,BURNABY,60,23,Bonnie Gray,LEC
1004,CMPT,354,BURNABY,9999,0,(null),CNV
1031,TECH,123,SURREY,0,0,Susan Clements-Vivian,OPL
1151,MSE,110,SURREY,30,30,Amr Marzouk,TUT
1031,IART,414,SURREY,0,0,Christopher Moore,STL
1104,ENSC,196,OFF,10,5,(null),SEC
1157,ENSC,424,BURNABY,90,74,Jie Liang,RQL
1077,KIN,207,BURNABY,18,18,(null),TUT
1097,CMPT,128,BURNABY,26,20,Janice Regan,LAB
1117,ENSC,893,SURREY,10,0,(null),LEC
1047,IAT,265,SURREY,24,24,(null),WKS
1014,ITEC,242,BURNABY,9999,0,(null),CNV
1004,IART,601,BURNABY,9999,0,(null),CNV
1004,REM,641,BURNABY,9999,0,(null),CNV
1011,CMNS,230,BURNABY,9999,0,(null),CNV
1034,ENSC,891,BURNABY,15,9,(null),SEC
1024,KIN,140,BURNABY,18,16,(null),TUT
1014,IART,215,BURNABY,9999,0,(null),CNV
1091,MACM,101,BURNABY,33,31,Andrei Bulatov,TUT
1111,ENSC,476,BURNABY,0,0,(null),TUT
1151,CMPT,427,METRO,45,43,Harriet Chicoine,SEC
1147,CMPT,130,SURREY,120,113,Toby Donaldson,LEC
1047,REM,445,BURNABY,5,0,. Sessional,LEC
1117,ENSC,100W,BURNABY,6,5,. Faculty,TUT
1091,KIN,201,BURNABY,18,18,(null),TUT
1031,REM,100,BURNABY,126,94,William De La Mare,LEC
1154,CMPT,475,HRBRCNTR,85,81,Danny Ridinger,LEC
1091,ENSC,320,BURNABY,100,86,John Bird,LEC
1067,IAT,100,SURREY,24,0,(null),STL
1047,CMNS,130,BURNABY,1,18,(null),TUT
1077,ENSC,220,BURNABY,120,82,Atousa Hajshirmohammadi,LEC
1077,KIN,142,SURREY,16,16,(null),LAB
1087,CMNS,472,HRBRCNTR,0,0,(null),SEM
1017,MTEC,241,BURNABY,9999,0,(null),CNV
1051,CMNS,130,BURNABY,18,18,(null),TUT
1014,ENSC,450,BURNABY,9999,0,(null),CNV
1007,ITEC,609,BURNABY,9999,0,(null),CNV
1087,CMPT,843,BURNABY,20,12,Jian Pei,LEC
1007,REM,601,BURNABY,9999,0,(null),CNV
1031,TECH,145,SURREY,0,0,Natalia Kouzniak,OPL
1081,CMNS,323,HRBRCNTR,15,15,(null),TUT
1121,ENSC,428,BURNABY,50,0,(null),OPL
1007,ITEC,241,BURNABY,9999,0,(null),CNV
1051,CMNS,230,BURNABY,0,0,(null),TUT
1081,CMPT,414,BURNABY,25,23,Ze-Nian Li,LEC
1044,CMNS,342,HRBRCNTR,18,16,(null),TUT
1081,IAT,455,SURREY,21,19,Helmine Serban,STL
1027,KIN,201,BURNABY,18,17,(null),TUT
1057,ENSC,220,BURNABY,0,0,(null),OPL
1067,KIN,110,BURNABY,216,211,Penelope Deck,LEC
1041,CMPT,471,BURNABY,65,45,Qianping Gu,LEC
1037,IART,314,SURREY,26,0,Aleksandra Dulic,STL
1137,CMPT,128,BURNABY,26,26,Janice Regan,LAB
1154,MSE,496,SURREY,5,1,Edward Park,LAB
1061,IAT,338,SURREY,24,26,James Budd,LEC
1151,CMPT,135,SURREY,20,19,Toby Donaldson,LAB
1054,ENSC,225,BURNABY,50,9,(null),TUT
1111,ENSC,441,SURREY,66,30,Farid Golnaraghi,SEM
1021,ITEC,237,SURREY,999,0,(null),INS
1134,MSE,411W,SURREY,92,72,"Farid Golnaraghi, Maureen Hindy",TUT
1087,ENSC,401,BURNABY,10,0,(null),SEC
1121,CMPT,225,HRBRCNTR,50,19,David Mitchell,LEC
1121,CMPT,429,METRO,12,8,Cristina Eftenaru,SEC
1091,CMNS,851,BURNABY,20,0,. Faculty,SEC
1034,CMPT,405,BURNABY,40,31,Ramesh Krishnamurti,LEC
1031,KIN,312,BURNABY,55,53,Susan Miller,LEC
1011,REM,649,BURNABY,9999,0,(null),CNV
1141,CMPT,135,SURREY,45,38,Louis Hafer,LEC
1031,TECH,145,SURREY,28,25,Natalia Kouzniak,STL
1084,CMPT,310,BURNABY,50,11,Veronica Dahl,LEC
1057,ITEC,409,SURREY,24,23,Robert Woodbury,STL
1021,TECH,139,SURREY,50,0,(null),STL
1021,KIN,142,BURNABY,17,12,(null),LAB
1091,CMPT,881,BURNABY,10,6,Ayse Ergun,LEC
1084,KIN,110,HRBRCNTR,18,17,(null),TUT
1131,CMPT,310,BURNABY,75,75,James Delgrande,LEC
1014,CMPT,400,BURNABY,9999,0,(null),CNV
1047,KIN,110,BURNABY,18,18,(null),TUT
1004,KIN,453,BURNABY,9999,0,(null),CNV
1014,MTEC,211,BURNABY,9999,0,(null),CNV
1107,CMPT,767,BURNABY,15,13,Torsten Moller,LEC
1024,CMPT,354,BURNABY,65,64,(null),LEC
1127,CMPT,250,BURNABY,26,26,Anthony Dixon,LAB
1107,ENSC,388,SURREY,22,19,(null),LAB
1051,CMNS,375,HRBRCNTR,16,18,(null),TUT
1071,CMNS,230,BURNABY,0,0,(null),TUT
1024,CMNS,830,BURNABY,0,0,(null),SEC
1121,ENSC,895,BURNABY,20,5,Parvaneh Saeedi,LEC
1107,ENSC,215,BURNABY,22,22,Kourosh Khosraviani,LAB
1061,KIN,142,BURNABY,18,18,(null),LAB
1047,CMPT,300,BURNABY,100,91,"Anthony Dixon, Qianping Gu, Richard Vaughan",LEC
1031,ITEC,273,BURNABY,5,1,(null),OPL
1104,CMPT,320,BURNABY,85,81,"Brian Fraser, Steven Pearce",LEC
1111,CMPT,427,BURNABY,25,22,Harriet Chicoine,SEC
1027,CMNS,324,BURNABY,75,73,Richard Gruneau,LEC
1027,CMPT,320,BURNABY,0,0,(null),TUT
1021,KIN,142,BURNABY,17,14,(null),LAB
1011,KIN,105,BURNABY,9999,0,(null),CNV
1087,TECH,101W,SURREY,48,41,C. Andrew Paulin,INS
1117,CMPT,376W,BURNABY,57,55,Arthur Liestman,LEC
1074,KIN,898,BURNABY,30,21,(null),SEC
1057,CMNS,386,HRBRCNTR,50,52,Zoe Druick,SEM
1041,ENSC,380,BURNABY,5,0,(null),LEC
1051,IART,331,SURREY,24,0,(null),STL
1141,MSE,410,SURREY,24,0,Farid Golnaraghi,LAB
1031,CMNS,220,BURNABY,121,119,Zoe Druick,LEC
1087,CMPT,882,BURNABY,17,1,Robert Hadley,LEC
1087,CMNS,332,BURNABY,0,0,(null),TUT
1027,KIN,898,BURNABY,30,17,(null),SEC
1117,CMPT,250,SURREY,52,52,Brian Fraser,LEC
1041,TECH,124,SURREY,24,15,Susan Clements-Vivian,STL
1054,KIN,305,BURNABY,17,10,(null),TUT
1101,REM,667,BURNABY,15,13,Andrew Cooper,SEM
1037,IART,402,SURREY,24,12,Laura Trippi,OLC
1061,CMNS,408,BURNABY,10,0,. Faculty,SEC
1147,CMPT,300,BURNABY,100,100,Steven Pearce,LEC
1014,ENSC,295,BURNABY,9999,0,(null),CNV
1051,KIN,407,BURNABY,13,13,Robert Asmundson,LAB
1094,MACM,101,BURNABY,26,24,Steven Pearce,TUT
1027,TECH,156,SURREY,0,0,(null),OPL
1067,CMNS,487,BURNABY,21,13,Kirsten McAllister,SEM
1034,ENSC,425,BURNABY,0,0,(null),TUT
1121,ENSC,893,SURREY,10,3,(null),TUT
1054,CMNS,261,BURNABY,112,73,Marian Krawczyk,LEC
1111,ENSC,461,SURREY,20,10,(null),LAB
1041,CMPT,118,SURREY,24,3,. Faculty,TUT
1071,KIN,205,BURNABY,18,12,(null),TUT
1094,ENSC,225,BURNABY,25,0,(null),TUT
1154,MSE,110,SURREY,0,0,(null),TUT
1124,ENSC,215,BURNABY,22,0,(null),LAB
1064,ENSC,194,BURNABY,10,2,. Tbd,SEC
1014,ITEC,692,BURNABY,9999,0,(null),CNV
1147,ENSC,251,BURNABY,48,20,Lesley Shannon,LAB
1104,ENSC,331,SURREY,66,53,Behraad Bahreyni,TUT
1084,CMPT,415,BURNABY,2,2,Alexandra Fedorova,SEC
1077,IAT,872,SURREY,1,1,Thecla Schiphorst,SEM
1061,REM,412,BURNABY,18,0,(null),LAB
1031,IART,692,SURREY,999,0,(null),SEC
1037,ITEC,323,SURREY,24,3,Stephen Dipaola,STL
1007,CMNS,456,BURNABY,9999,0,(null),CNV
1057,CMNS,473,HRBRCNTR,15,14,(null),LAB
1057,CMNS,304,BURNABY,13,16,(null),TUT
1134,MSE,497,SURREY,5,0,(null),LAB
1104,CMPT,320,KIT,20,15,Christopher Bastone,LEC
1057,CMNS,223,BURNABY,0,0,(null),TUT
1001,ENSC,340,BURNABY,9999,0,(null),CNV
1057,CMPT,120,SURREY,24,8,(null),LAB
1004,KIN,312,BURNABY,9999,0,(null),CNV
1031,KIN,407,BURNABY,12,13,Robert Asmundson,LAB
1071,KIN,805,BURNABY,15,2,(null),SEC
1054,CMPT,165,BURNABY,160,84,Fred Popowich,LEC
1037,TECH,117,SURREY,24,0,Cynthia Poremba,INS
1114,ENSC,402,BURNABY,5,3,Andrew Rawicz,SEC
1061,KIN,375,BURNABY,58,56,Michael Walsh,SEC
1127,CMPT,320,BURNABY,100,103,Steven Pearce,LEC
1097,CMPT,150,BURNABY,104,103,Bobby Chan,LEC
1161,CMPT,371,HRBRCNTR,95,91,Balbir Gill,LEC
1157,ENSC,895,BURNABY,8,5,"Marinko Sarunic, Teresa Cheung",LAB
1154,CMPT,165,BURNABY,75,73,Ying Tang,SEC
1061,CMNS,253,HRBRCNTR,15,14,(null),LAB
1101,ENSC,320,BURNABY,20,20,(null),TUT
1061,IAT,261,SURREY,24,0,(null),STL
1017,KIN,241,BURNABY,9999,0,(null),CNV
1021,REM,311,BURNABY,18,19,(null),TUT
1131,MACM,101,BURNABY,24,23,Bradley Bart,TUT
1004,CMNS,310,BURNABY,9999,0,(null),CNV
1101,CMPT,370,SURREY,48,46,". Sessional, Danny Ridinger",LEC
1061,KIN,140,SURREY,15,16,(null),TUT
1041,ITEC,492,SURREY,48,18,"Paraskevas Polydorou, Teresa Chanyungco, Thomas Calvert",INS
1151,ENSC,461,SUR,20,15,Ryan D'Arcy,LEC
1027,CMNS,473,HRBRCNTR,27,33,"Anne Ahmad, Janet Russell",LEC
1064,CMNS,396,BURNABY,35,29,Marcia Shimizu,PRA
1054,CMNS,261,BURNABY,14,14,(null),TUT
1024,KIN,305,BURNABY,18,9,(null),TUT
1014,CMNS,326,BURNABY,9999,0,(null),CNV
1081,IAT,343,SURREY,24,24,Jay Page,STL
1037,ENSC,100,BURNABY,9,9,(null),TUT
1164,CMPT,628,METRO,30,0,Harriet Chicoine,PRA
1027,TECH,155,SURREY,0,0,(null),OPL
1041,CMPT,416,BURNABY,2,1,James Delgrande,SEC
1124,ENSC,296,OFF,10,0,(null),SEC
1047,CMPT,413,BURNABY,30,0,(null),LEC
1041,KIN,485,BURNABY,0,0,(null),LEC
1004,TECH,157,BURNABY,9999,0,(null),CNV
1087,KIN,303,HRBRCNTR,18,21,Richard Ward,LAB
1094,CMNS,347,BURNABY,18,10,(null),TUT
1154,ENSC,898,BURNABY,120,29,(null),SEC
1081,ENSC,427,BURNABY,50,0,(null),OPL
1051,ITEC,416,SURREY,24,14,Helmine Serban,INS
1151,MSE,726,SURREY,15,14,Gary Wang,LEC
1047,ENSC,100,BURNABY,8,8,(null),TUT
1147,ENSC,325,BURNABY,100,54,Marek Syrzycki,TUT
1064,ENSC,898,BURNABY,75,60,. Faculty,SEC
1117,ENSC,100W,BURNABY,5,6,. Faculty,TUT
1127,ENSC,382,SURREY,90,63,Gary Wang,LEC
1007,CMNS,474,BURNABY,9999,0,(null),CNV
1111,CMPT,426,OFF,3,1,"Frances McLafferty, Navinder Chima",SEC
1044,CMPT,101,BURNABY,160,90,"Anthony Dixon, Michael Evans, Qianping Gu, Thomas Shermer, Ze-Nian Li",LEC
1067,CMNS,240,BURNABY,18,14,(null),TUT
1071,KIN,143,BURNABY,40,40,(null),LAB
1057,CMNS,321,HRBRCNTR,0,0,(null),TUT
1027,CMNS,304,BURNABY,15,18,(null),TUT
1041,CMPT,816,BURNABY,30,18,Joseph Peters,LEC
1007,ITEC,260,BURNABY,9999,0,(null),CNV
1057,CMPT,370,BURNABY,50,29,Danny Ridinger,LEC
1137,CMPT,165,SURREY,96,94,Bobby Chan,LEC
1081,CMPT,767,BURNABY,15,0,(null),LEC
1081,KIN,142,BURNABY,19,19,(null),LAB
1151,ENSC,350,BURNABY,45,0,(null),RQL
1031,ITEC,237,SURREY,0,0,(null),OPL
1141,ENSC,895,BURNABY,3,1,Lesley Shannon,LAB
1047,ITEC,495,SURREY,20,0,(null),SEC
1077,CMNS,353,HRBRCNTR,0,0,(null),LAB
1027,CMPT,307,BURNABY,60,40,(null),LEC
1137,MSE,100,SURREY,27,27,Krishna Vijayaraghavan,LAB
1121,CMPT,354,BURNABY,70,69,Hassan Khosravi,LEC
1111,ENSC,182,SURREY,24,26,Amr Marzouk,LEC
1041,IART,333,SURREY,24,10,Thecla Schiphorst,WKS
1064,ENSC,325,BURNABY,28,28,(null),TUT
1071,ENSC,396,BURNABY,10,9,. Tbd,SEC
1074,ENSC,891,BURNABY,30,11,. Faculty,SEC
1031,CMPT,429,BURNABY,50,19,Harriet Chicoine,SEC
1074,CMPT,125,SURREY,48,11,Yudong Liu,LEC
1097,ENSC,100W,BURNABY,6,6,(null),RQL
1131,ENSC,283,SURREY,38,35,. Tbd,LAB
1094,CMNS,347,BURNABY,18,17,(null),TUT
1161,CMPT,225,BURNABY,182,181,Geoffrey Tien,LEC
1067,CMPT,126,BURNABY,75,43,David Mitchell,LEC
1091,ENSC,195,OFF,25,5,(null),SEC
1077,CMPT,406,BURNABY,30,8,Binay Bhattacharya,LEC
1091,ENSC,263,SURREY,72,54,(null),TUT
1027,IART,217,SURREY,0,0,Christopher Moore,INS
1087,KIN,143,BURNABY,40,37,(null),LAB
1137,ENSC,100,BURNABY,1,0,John Jones,LEC
1041,CMNS,830,BURNABY,20,7,Zoe Druick,SEM
1017,KIN,499,BURNABY,9999,0,(null),CNV
1007,ITEC,210,BURNABY,9999,0,(null),CNV
1027,ITEC,313,SURREY,0,0,(null),OPL
1087,KIN,407,BURNABY,14,12,Robert Asmundson,LAB
1011,KIN,431,BURNABY,9999,0,(null),CNV
1094,IAT,102,SURREY,144,133,Angela Tomizu,LEC
1007,KIN,412,BURNABY,9999,0,(null),CNV
1091,ENSC,891,BURNABY,30,18,(null),SEC
1091,CMNS,898,OFF,60,0,. Faculty,SEC
1117,CMPT,128,BURNABY,26,20,Anne Lavergne,LAB
1157,MSE,221,SURREY,42,42,Flavio Firmani,LAB
1007,REM,631,BURNABY,9999,0,(null),CNV
1091,CMNS,210,HRBRCNTR,27,25,Roman Onufrijchuk,LEC
1051,KIN,140,BURNABY,17,14,(null),TUT
1067,IAT,208,SURREY,24,0,(null),STL
1044,CMPT,427,BURNABY,59,30,Harriet Chicoine,SEC
1071,MACM,101,BURNABY,25,13,(null),TUT
1034,ITEC,695,SURREY,25,0,(null),SEC
1037,CMPT,250,BURNABY,16,3,(null),TUT
1051,CMNS,110,BURNABY,65,65,Donald Gutstein,SEC
1051,ITEC,337,SURREY,48,31,Yingjie Chen,INS
1087,KIN,306,BURNABY,18,17,(null),TUT
1017,REM,661,BURNABY,9999,0,(null),CNV
1007,IART,210,BURNABY,9999,0,(null),CNV
1011,CMNS,200,BURNABY,9999,0,(null),CNV
1017,TECH,107,BURNABY,9999,0,(null),CNV
1017,CMPT,307,BURNABY,9999,0,(null),CNV
1067,CMPT,165,BURNABY,25,18,(null),LAB
1067,CMPT,165,BURNABY,25,6,(null),LAB
1081,CMNS,458,BURNABY,10,0,. Faculty,SEC
1117,CMPT,125,BURNABY,25,0,(null),LAB
1147,MSE,493,OFF,20,8,Stephanie DeRapp,SEC
1044,MACM,101,BURNABY,160,89,Frank Burton,LEC
1141,ENSC,395,OFF,10,12,Harriet Chicoine,SEC
1014,KIN,422,BURNABY,9999,0,(null),CNV
1057,CMNS,840,BURNABY,20,7,Robert Hackett,SEM
1091,CMNS,130W,SURREY,16,13,(null),TUT
1007,CMPT,601,BURNABY,9999,0,(null),CNV
1047,CMPT,880,BURNABY,25,10,". Faculty, Ghassan Hamarneh, James Delgrande, Pavol Hell",LEC
1141,ENSC,895,BURNABY,5,1,Lesley Shannon,LEC
1164,MSE,489,SURREY,3,0,Ahmad Rad,SEM
1037,INTD,211,SURREY,0,0,(null),OPL
1087,CMPT,427,OFF,30,0,Harriet Chicoine,SEC
1084,CMNS,480,OFF,20,14,. Faculty,SEC
1157,CMPT,166,SURREY,26,26,Karol Swietlicki,LAB
1004,CMNS,362,BURNABY,9999,0,(null),CNV
1031,ITEC,335,SURREY,0,0,Herbert Tsang,STL
1087,CMPT,125,BURNABY,25,10,Diana Cukierman,LAB
1121,ENSC,427,BURNABY,40,35,(null),TUT
1001,CMNS,220,BURNABY,9999,0,(null),CNV
1027,TECH,110,SURREY,28,27,(null),OLC
1071,ENSC,891,BURNABY,30,10,. Faculty,SEC
1134,CMPT,430,METRO,12,9,Harriet Chicoine,SEC
1011,CMNS,334,BURNABY,9999,0,(null),CNV
1037,IART,212,SURREY,42,0,(null),INS
1061,TECH,101,SURREY,56,54,Katherine Maas,INS
1081,CMPT,150,SURREY,48,38,Alireza Ghane,LEC
1004,ENSC,102,BURNABY,9999,0,(null),CNV
1047,ITEC,405,SURREY,48,22,Vivekanandan Kumar,STL
1057,ITEC,408,SURREY,48,0,(null),INS
1027,ENSC,305,BURNABY,78,55,Stephen Whitmore,LEC
1027,TECH,139,SURREY,30,0,(null),WKS
1081,ENSC,182,SURREY,72,71,Lakshman One,LEC
1071,CMNS,220,BURNABY,18,18,(null),TUT
1074,CMPT,401,BURNABY,25,10,Alexandra Fedorova,LEC
1127,ENSC,396,OFF,10,1,(null),SEC
1144,MSE,411W,SURREY,0,0,(null),OPL
1081,CMPT,165,SURREY,24,0,(null),LAB
1141,MSE,294,SURREY,10,0,Harriet Chicoine,SEC
1041,IART,331,SURREY,24,12,"Robb Lovell, Teresa Chanyungco, Thomas Calvert",STL
1104,ENSC,396,BURNABY,1,0,(null),SEC
1111,ENSC,283,SURREY,32,30,(null),LAB
1071,CMPT,813,BURNABY,20,0,Binay Bhattacharya,LEC
1057,CMPT,379,BURNABY,20,7,Anoop Sarkar,LEC
1004,ENSC,250,BURNABY,9999,0,(null),CNV
1067,IAT,100,SURREY,24,24,Yaana Dancer,STL
1017,KIN,311,BURNABY,9999,0,(null),CNV
1067,CMNS,326,BURNABY,20,19,David Murphy,SEM
1067,CMNS,326,BURNABY,20,19,(null),LAB
1011,ENSC,489,BURNABY,9999,0,(null),CNV
1014,IART,214,BURNABY,9999,0,(null),CNV
1014,CMNS,347,BURNABY,9999,0,(null),CNV
1081,CMNS,260,BURNABY,18,7,(null),TUT
